排名,商品代號,商品名稱,成交量
1,CZF,長榮期貨,"53,984"
2,DQF,群創期貨,"28,458"
3,CHF,友達期貨,"17,146"
4,DHF,鴻海期貨,"16,748"
5,CCF,聯電期貨,"15,713"
6,HSF,長榮航期貨,"8,424"
7,CDF,台積電期貨,"6,616"
8,KWF,廣宇期貨,"4,598"
9,DSF,宏碁期貨,"3,756"
10,FZF,華邦電期貨,"3,051"
