排名,商品代號,商品名稱,成交量
1,CZF,長榮期貨,"66,149"
2,CDF,台積電期貨,"12,660"
3,DAF,陽明期貨,"12,038"
4,HCF,宏達電期貨,"11,308"
5,CCF,聯電期貨,"10,817"
6,HSF,長榮航期貨,"9,807"
7,CSF,華新期貨,"9,376"
8,DHF,鴻海期貨,"7,478"
9,QXF,萬海期貨,"7,472"
10,QFF,小型台積電期貨,"7,170"
